,Customer,Gender,Income,Location Code,Marital Status
2767,DR84843,M,72731,Rural,Married
2768,MV54498,F,59932,Rural,Single
2769,EM85557,F,54292,Suburban,Married
2772,CE16324,F,59414,Urban,Married
2773,KX75698,M,96587,Suburban,Married
2776,XF96605,M,94362,Urban,Divorced
2777,WQ75856,F,84488,Urban,Married
2778,JG35886,F,65085,Urban,Married
2783,QF55724,M,60798,Suburban,Married
2784,FD79560,F,30761,Suburban,Divorced
2785,KM18818,F,25981,Rural,Married
2786,XA28126,M,67739,Rural,Divorced
2787,LJ93770,F,25581,Urban,Married
2788,MK52711,F,99759,Rural,Married
2789,AZ68184,M,76514,Suburban,Married
2790,NN52789,M,18375,Suburban,Married
2791,XC68458,M,21832,Suburban,Single
2793,PR22184,F,95330,Suburban,Married
2796,GA46608,M,25899,Suburban,Married
2798,KR10942,F,33201,Urban,Married
2799,AW86033,M,18287,Suburban,Married
2800,LM79063,F,76506,Suburban,Divorced
2801,NB30963,M,41859,Rural,Married
2802,AO40386,M,27504,Suburban,Divorced
2803,BN74259,M,45360,Suburban,Divorced
2804,XV69290,M,49078,Suburban,Single
2806,HN69035,F,91810,Rural,Married
2807,SI48717,M,70600,Suburban,Divorced
2808,PJ67250,F,33554,Suburban,Married
2809,SH85263,M,77642,Urban,Married
2810,WV37081,M,25963,Urban,Married
2811,No61408,F,57452,Suburban,Married
2813,EP83939,M,91416,Rural,Married
2814,IU17657,M,22000,Suburban,Married
2815,EO95166,M,41167,Urban,Divorced
2818,KK58047,M,53944,Suburban,Married
2819,JW62354,F,75648,Rural,Married
2820,TT18939,M,29414,Rural,Divorced
2821,IJ21010,F,48567,Suburban,Single
2822,PZ31902,F,69276,Urban,Married
2824,IL67915,F,50117,Urban,Single
2825,VQ76590,M,22828,Suburban,Married
2828,XP96549,F,20868,Suburban,Married
2829,VC34797,F,40921,Rural,Married
2830,QV30663,F,99654,Rural,Married
2832,BX51438,M,56218,Urban,Married
2833,DU38713,F,70717,Rural,Married
2834,WQ13284,M,62989,Urban,Divorced
2835,JB36584,M,41459,Suburban,Married
2837,WZ98067,M,42512,Rural,Married
2839,KL14426,F,83288,Urban,Married
2840,PG48617,M,46267,Urban,Married
2842,NI68379,M,74424,Suburban,Married
2844,PA75237,M,58883,Suburban,Married
2845,LR35392,M,41539,Suburban,Single
2846,KC22636,F,33881,Rural,Married
2847,IJ98317,F,86448,Rural,Married
2848,DY49235,F,25237,Suburban,Divorced
2850,GB59748,F,49419,Urban,Married
2851,MP68135,M,90414,Suburban,Married
2852,CZ56843,M,39930,Suburban,Single
2853,DJ47372,M,23202,Suburban,Divorced
2854,XZ51937,F,79487,Suburban,Divorced
2855,IZ27630,M,68423,Urban,Single
2856,IM14119,F,84495,Suburban,Married
2857,PN53766,M,43091,Urban,Married
2858,DQ93036,M,41951,Rural,Married
2859,WA70405,M,89834,Suburban,Single
2860,NF51705,M,92157,Urban,Single
2861,LR37068,F,35773,Suburban,Married
2863,NP88319,F,15850,Suburban,Married
2864,AA11235,F,11167,Suburban,Married
2865,DL55489,M,21195,Suburban,Married
2866,UU53919,F,27430,Urban,Married
2869,MR33456,M,59839,Suburban,Single
2871,UR73910,M,38166,Urban,Married
2873,NK39001,F,13457,Urban,Married
2875,QC50643,F,52721,Urban,Married
2876,LO90345,F,22012,Rural,Married
2877,WK64739,F,19864,Suburban,Divorced
2878,QK88438,F,55289,Rural,Single
2879,QX42433,M,30449,Suburban,Married
2880,BH52611,F,27362,Urban,Married
2881,SA77508,F,29460,Rural,Married
2883,DE37110,M,42532,Rural,Single
2884,DJ93289,F,66707,Rural,Married
2885,AC40767,M,68041,Urban,Single
2888,ZS35053,M,40968,Suburban,Divorced
2889,II37804,M,39913,Urban,Married
2890,GE63585,M,31710,Urban,Divorced
2892,JL71713,F,89113,Urban,Married
2895,XQ74827,F,38688,Suburban,Single
2898,RC61383,M,28014,Suburban,Single
2899,PO80505,F,14170,Suburban,Married
2900,MD17521,M,64825,Urban,Married
2901,YV93921,M,77357,Rural,Single
2902,JP64518,M,21629,Suburban,Divorced
2903,OI98135,M,25927,Suburban,Single
2904,XS97845,M,44388,Urban,Divorced
2905,DL20327,F,54539,Urban,Married
2906,GD86131,F,17576,Suburban,Married
2907,ID21061,F,84629,Urban,Married
2908,EN65835,F,24964,Suburban,Married
2909,BE65350,F,43573,Suburban,Married
2912,JZ28301,F,35011,Urban,Married
2913,HL40930,M,63651,Rural,Single
2914,HL33607,M,83846,Suburban,Married
2916,AG32304,F,39133,Rural,Married
2917,JX26859,M,31278,Suburban,Married
2919,ZV32968,M,44788,Suburban,Married
2921,SO95845,F,62447,Rural,Single
2922,GL32197,M,31475,Rural,Married
2923,SC11374,F,80780,Rural,Married
2924,RT29777,F,88613,Urban,Divorced
2925,OB73235,M,45949,Rural,Single
2926,MV41462,F,35596,Suburban,Married
2927,FM67585,M,76875,Rural,Married
2928,KG57925,M,41842,Suburban,Married
2929,IY24560,M,28884,Suburban,Married
2930,BV33510,F,24631,Suburban,Married
2932,XN90861,F,71560,Urban,Married
2934,ZZ49347,M,72421,Suburban,Married
2935,XX85323,F,54702,Suburban,Married
2937,TO55363,F,57335,Suburban,Married
2939,JN69287,M,35033,Suburban,Married
2940,AT55072,M,65733,Suburban,Married
2943,IP94270,F,16181,Suburban,Divorced
2944,KW33804,M,86180,Rural,Divorced
2945,IA42992,M,36881,Suburban,Married
2946,CZ19025,F,47888,Suburban,Single
2947,EN54716,F,21986,Suburban,Divorced
2948,UF27940,F,47199,Suburban,Married
2950,XI52305,M,86305,Rural,Married
2951,HZ25580,F,39062,Suburban,Divorced
2952,JY97451,F,16976,Urban,Married
2954,SX25962,M,83283,Rural,Single
2955,XQ12791,M,41972,Suburban,Divorced
2956,EU59853,M,34080,Rural,Married
2958,CI27304,M,40269,Urban,Married
2959,WJ52097,F,61894,Suburban,Divorced
2960,FT65961,F,23300,Suburban,Married
2961,DP87594,F,66023,Urban,Married
2962,KP96020,F,39660,Urban,Married
2964,VE98553,M,60466,Suburban,Married
2965,ME44353,F,32848,Urban,Married
2966,AE62631,M,20662,Suburban,Married
2967,GX29162,F,64985,Rural,Married
2968,LY69932,M,68022,Suburban,Married
2969,YY74036,M,72834,Rural,Divorced
2970,DP92488,F,74592,Suburban,Married
2971,FO74055,F,73938,Rural,Married
2972,GT97121,M,15999,Suburban,Married
2977,KZ84621,F,62375,Urban,Married
2978,FR82361,M,61427,Suburban,Single
2979,UM14883,M,64396,Urban,Married
2980,UX32931,F,49312,Urban,Married
2982,QV40364,F,28513,Suburban,Married
2984,CV75841,M,97321,Rural,Single
2985,YO62357,F,58839,Rural,Single
2987,PE63707,M,88567,Suburban,Married
2988,NS74173,M,91646,Rural,Married
2990,AC24378,F,48552,Urban,Married
2991,XR71687,M,31485,Rural,Married
2993,JI94264,M,16511,Suburban,Single
2994,YI95434,F,51020,Suburban,Divorced
2995,RL34830,M,43838,Suburban,Married
2997,UO16539,M,22454,Suburban,Single
2998,NP18074,F,57933,Suburban,Married
3000,CM66204,F,26335,Urban,Married
3001,DX80961,F,85322,Suburban,Married
3002,JZ15681,M,37843,Urban,Divorced
3004,TF77410,M,74730,Suburban,Single
3007,NI99807,M,28432,Suburban,Married
3008,QL45827,F,71210,Suburban,Married
3009,GU60969,M,19581,Suburban,Single
3011,FQ24929,M,56005,Suburban,Married
3013,EW46828,M,23671,Suburban,Divorced
3014,YP67379,M,22244,Rural,Married
3016,SJ87277,M,75329,Rural,Married
3018,CN13435,F,44369,Urban,Married
3019,KO95143,M,37910,Suburban,Married
3021,PP97061,F,40864,Rural,Married
3022,KP97208,F,94846,Urban,Married
3023,SB24397,M,96306,Rural,Divorced
3024,EM32982,F,53519,Urban,Married
3025,LB97434,M,50648,Suburban,Married
3026,RR37715,M,64692,Suburban,Married
3030,VI42566,M,49311,Suburban,Married
3031,NU84299,M,71126,Urban,Married
3032,RT63209,F,74284,Urban,Married
3033,AM52614,F,41402,Suburban,Divorced
3034,UO40192,M,79619,Urban,Married
3035,SD67101,F,25147,Suburban,Single
3036,EW35231,F,56379,Suburban,Married
3038,YL91587,M,48911,Suburban,Single
3039,HS14476,M,29723,Rural,Married
3040,DA28072,F,21841,Suburban,Married
3041,JO98946,M,31796,Suburban,Divorced
3043,AR47849,F,48567,Suburban,Single
3044,FO82261,M,66161,Urban,Single
3045,QO56662,M,79751,Suburban,Married
3046,UF74084,M,39469,Urban,Divorced
3047,OX75108,F,44305,Urban,Married
3049,HT50748,F,38893,Urban,Single
3050,HC42288,F,39187,Suburban,Divorced
3051,TC69546,M,70341,Rural,Married
3054,YA71207,F,30090,Urban,Married
3055,FK95213,F,49673,Urban,Married
3058,VN37592,M,50332,Suburban,Married
3059,KL58949,M,70190,Rural,Single
3060,KU14261,F,38179,Urban,Married
3062,TO60700,F,25859,Suburban,Single
3063,CR33417,F,36529,Rural,Married
3064,ZK90062,M,67588,Suburban,Divorced
3066,RR93140,F,81565,Urban,Married
3067,HW56522,M,35322,Rural,Married
3068,LR27773,F,43671,Urban,Married
3069,CT88432,F,58682,Urban,Married
3070,OK86731,M,44230,Suburban,Married
3071,GB75821,M,40269,Suburban,Married
3072,KL48832,F,31756,Rural,Married
3073,CA54112,M,47725,Rural,Married
3074,VC43751,F,38684,Suburban,Married
3075,BC87551,F,36301,Suburban,Single
3077,XM19715,F,22268,Urban,Married
3078,KH19280,F,50037,Urban,Married
3080,VW63894,M,75740,Rural,Married
3081,YX36936,M,39621,Rural,Married
3082,AF49625,F,75838,Urban,Single
3083,QN30162,F,11885,Suburban,Divorced
3084,UI21548,F,29444,Suburban,Married
3085,IN52645,F,64371,Suburban,Married
3086,CQ76030,M,26514,Suburban,Married
3087,BW94308,F,92766,Suburban,Married
3088,PP39078,F,31504,Suburban,Married
3089,LM86393,F,98680,Suburban,Single
3091,SZ61347,M,76927,Rural,Married
3092,VM53683,F,78804,Suburban,Married
3093,BA38428,M,73168,Suburban,Married
3094,FX80133,F,48569,Urban,Married
3095,MT41386,M,84768,Rural,Married
3097,DB79694,F,57693,Suburban,Divorced
3099,IR57729,M,46593,Rural,Married
3101,NW21079,F,67163,Rural,Married
3102,FR81224,M,89205,Rural,Married
3104,JV99867,F,65448,Suburban,Married
3105,TN66124,M,77627,Rural,Married
3106,NT78297,F,37695,Suburban,Single
3107,KG49115,F,89411,Rural,Married
3109,DW62397,F,10337,Suburban,Married
3110,GK67747,M,10621,Suburban,Single
3111,QM39493,M,16711,Suburban,Married
3113,PT73521,M,42968,Suburban,Married
3114,TC99043,F,16181,Suburban,Divorced
3115,PY50779,M,85412,Rural,Divorced
3116,FK97285,F,75774,Suburban,Married
3117,JG12505,F,26599,Rural,Married
3118,FX65946,M,34847,Suburban,Married
3120,XN32623,M,85896,Rural,Married
3122,HC80108,F,43775,Urban,Married
3124,ZJ22132,F,42056,Urban,Married
3125,LG53863,F,13093,Suburban,Divorced
3126,KR87696,F,98278,Urban,Married
3127,LN44535,F,44605,Suburban,Married
3128,FU63281,M,32365,Urban,Married
3129,KV17007,M,82255,Rural,Married
3132,CA29908,M,65903,Suburban,Married
3133,OB98149,F,11417,Suburban,Married
3136,LW80918,M,69704,Rural,Married
3137,EC94366,M,20101,Urban,Married
3138,PI92163,M,24383,Suburban,Single
3139,LZ68649,M,22139,Suburban,Single
3140,IB39821,M,88708,Urban,Married
3141,WI75766,F,11828,Suburban,Divorced
3143,UQ67668,M,73168,Suburban,Married
3146,ZR72236,M,76646,Urban,Married
3147,SG52649,M,19683,Suburban,Married
3150,NU64028,M,35693,Suburban,Divorced
3153,XF94149,M,24123,Suburban,Married
3154,ME99882,M,85654,Urban,Married
3156,WA45944,F,71210,Suburban,Married
3157,UM53032,M,84822,Urban,Married
3158,LW43115,F,36650,Rural,Married
3160,FH65253,M,28025,Suburban,Married
3161,IH43245,M,52113,Suburban,Divorced
3162,TO20795,M,37675,Suburban,Single
3163,TO14996,M,37595,Suburban,Married
3164,XN34686,M,41396,Suburban,Married
3165,KA13067,M,77512,Urban,Divorced
3166,LQ76461,F,35334,Suburban,Married
3168,CD48033,M,40870,Suburban,Married
3169,AC58002,F,53907,Urban,Married
3170,VM21699,F,77609,Rural,Married
3172,RR66500,M,87462,Rural,Married
3173,GJ31412,M,99494,Suburban,Married
3174,WO64354,F,42585,Urban,Married
3175,UG37492,M,58842,Suburban,Married
3176,PR51268,F,37384,Suburban,Married
3177,NJ10602,F,92717,Urban,Married
3179,QK69627,F,75264,Urban,Married
3182,MQ37971,F,31532,Urban,Single
3183,CO12132,F,52583,Urban,Single
3184,UG19550,M,62477,Rural,Divorced
3185,SQ18525,F,26023,Rural,Married
3186,VG11458,M,28666,Suburban,Divorced
3187,TG75223,M,21004,Suburban,Single
3188,WW85018,M,45430,Suburban,Single
3189,MY11682,M,37511,Urban,Married
3190,NI49607,F,28719,Suburban,Married
3191,NX18821,M,49833,Suburban,Married
3192,JZ63423,M,67431,Suburban,Divorced
3193,DG30586,F,23376,Suburban,Divorced
3194,QS79556,F,20455,Suburban,Married
3195,SW74846,F,62473,Suburban,Married
3196,FZ24763,M,35289,Rural,Married
3197,TW73441,F,73478,Urban,Married
3198,FP60372,M,30584,Rural,Married
3199,XS17260,M,88340,Suburban,Married
3200,HX77930,F,49532,Urban,Married
3202,KI25980,M,43982,Suburban,Divorced
3203,SM88270,M,68906,Suburban,Married
3204,RM83767,M,64008,Urban,Single
3205,YE45848,F,87421,Suburban,Married
3207,FQ66070,M,62076,Urban,Married
3208,YQ44187,F,26746,Rural,Single
3209,PW65305,M,91580,Urban,Married
3210,KB44286,F,64403,Rural,Single
3211,JV89183,M,51425,Urban,Married
3212,IS75141,F,44162,Rural,Married
3213,XO90806,F,67128,Urban,Married
3214,QN44699,F,30383,Suburban,Divorced
3215,BV98316,F,93721,Suburban,Married
3216,JJ66819,F,79867,Rural,Divorced
3217,KM72596,M,39393,Urban,Single
3220,LW12893,F,43916,Suburban,Divorced
3221,XO94933,F,33282,Rural,Married
3222,NS92256,F,33032,Rural,Married
3223,IR62720,M,25259,Suburban,Married
3224,XP81320,F,19637,Suburban,Married
3225,CA52541,F,94903,Suburban,Married
3226,IB59831,M,39794,Suburban,Single
3227,VO61192,M,42433,Suburban,Married
3228,UV17888,F,22044,Rural,Divorced
3229,WX31658,F,32312,Urban,Married
3231,UL90124,F,72919,Suburban,Married
3234,WA24038,M,76357,Rural,Married
3235,TR40401,M,57709,Suburban,Married
3236,UQ73252,M,26802,Suburban,Married
3237,LK91880,F,26448,Rural,Married
3238,UA50747,F,62262,Urban,Married
3239,RV22056,F,98784,Rural,Married
3240,FW92569,M,28727,Urban,Married
3241,AS26192,M,50406,Rural,Divorced
3242,PX72779,M,41832,Suburban,Married
3246,SP80065,F,40032,Suburban,Married
3247,WW37525,M,95701,Rural,Divorced
3250,GX84338,F,62530,Rural,Married
3252,WY43888,M,24414,Suburban,Married
3253,TN51356,M,82695,Urban,Divorced
3254,QJ21876,F,48156,Suburban,Divorced
3255,MM49431,M,74069,Urban,Divorced
3256,DY38083,M,82664,Rural,Married
3258,DC70690,F,51737,Suburban,Single
3259,QI31659,F,76797,Urban,Single
3260,JU72142,M,61225,Urban,Married
3261,QS26062,M,80915,Urban,Married
3262,LF61343,M,12688,Suburban,Married
3263,YK23193,M,27681,Suburban,Married
3264,ID40186,F,27778,Suburban,Divorced
3265,AS17174,M,95697,Rural,Married
3266,IQ95180,M,44634,Suburban,Married
3267,RS59102,M,37050,Suburban,Married
3268,OI83286,F,56872,Urban,Married
3271,NR49426,M,69488,Suburban,Divorced
3273,MJ95558,M,23589,Suburban,Married
3275,EU81458,F,95782,Urban,Married
3276,JO32686,F,24992,Suburban,Married
3277,YY27420,M,20043,Suburban,Married
3279,HT31871,M,36305,Suburban,Married
3280,ZB81881,M,44784,Suburban,Married
3282,CQ72935,M,75644,Suburban,Divorced
3283,XR36002,F,27339,Rural,Divorced
3284,RW70500,F,43657,Suburban,Married
3286,OI77877,M,31134,Suburban,Married
3287,EH13261,M,50512,Suburban,Single
3288,GW14698,F,80604,Urban,Married
3289,PO56357,F,64604,Urban,Married
3291,IK12576,F,95647,Suburban,Single
3293,TG40558,M,60969,Rural,Married
3295,XD86462,M,20676,Suburban,Single
3296,HA45220,F,37874,Rural,Married
3297,OT24208,M,14382,Suburban,Married
3298,LM93586,M,32314,Suburban,Married
3299,CA70404,M,62455,Urban,Married
3300,UY94269,F,35605,Suburban,Married
3303,BZ85280,M,10334,Urban,Married
3304,BL93527,M,44025,Suburban,Single
3305,FL77069,F,32397,Rural,Married
3306,HX31231,F,24345,Suburban,Married
3307,OO11998,M,94804,Suburban,Married
3308,CW12066,F,25370,Suburban,Married
3310,HA40978,M,53234,Suburban,Single
3314,DQ71306,M,19013,Suburban,Married
3316,OU78642,F,81568,Urban,Married
3317,PR59105,F,53223,Urban,Divorced
3319,AP63665,F,59253,Rural,Divorced
3320,AZ64856,F,34452,Suburban,Married
3321,IC12985,M,40160,Suburban,Married
3322,KH81863,F,22571,Suburban,Single
3323,EE49066,F,62365,Suburban,Married
3325,BA66627,F,22220,Rural,Single
3326,XZ54522,F,76266,Rural,Single
3329,YB66933,F,77552,Rural,Divorced
3330,EQ15944,F,76474,Suburban,Married
3331,CR92272,F,57664,Urban,Married
3332,JJ94311,M,82377,Suburban,Married
3333,EO42272,F,44856,Suburban,Divorced
3335,ZF73834,F,76731,Urban,Married
3336,UM14135,F,25820,Suburban,Divorced
3338,QL10321,F,92509,Rural,Married
3339,ZL17677,F,15505,Suburban,Married
3340,WE57129,M,21979,Suburban,Married
3341,SO57563,M,54878,Rural,Married
3342,SO38188,M,40178,Suburban,Married
3343,YD65161,F,65436,Rural,Married
3346,CN49086,M,57709,Suburban,Married
3347,BD53342,F,21604,Suburban,Divorced
3348,FI75266,M,28422,Suburban,Married
3349,GH86762,F,59853,Urban,Single
3350,HP55853,M,49078,Suburban,Single
3351,WB43408,F,51523,Suburban,Married
3354,AY98473,F,32989,Suburban,Married
3356,AK61491,M,36631,Rural,Divorced
3358,WN59735,F,26477,Rural,Married
3359,WW99844,F,53607,Rural,Married
3360,YG38576,M,21594,Suburban,Married
3362,EE48429,F,80584,Suburban,Divorced
3363,SX95355,F,67511,Suburban,Married
3364,IU54219,F,19614,Suburban,Married
3366,ZE71012,M,20346,Suburban,Married
3367,PU36617,M,48638,Rural,Married
3368,PA18731,F,46855,Urban,Married
3369,IC51895,F,38873,Suburban,Married
3370,FU43761,F,25703,Suburban,Married
3371,BG51419,M,58842,Suburban,Married
3372,VY96711,F,99772,Rural,Married
3373,KT97561,M,19683,Suburban,Married
3374,BW80872,M,34549,Rural,Married
3375,TZ81094,F,19030,Suburban,Married
3376,XA27536,M,63329,Suburban,Divorced
3377,LR61007,M,79253,Urban,Married
3378,WH20102,M,37937,Suburban,Married
3379,FG60807,F,21766,Urban,Married
3380,TV77808,M,67132,Suburban,Married
3382,PA38372,F,33060,Rural,Married
3383,NX11526,M,92296,Suburban,Married
3384,HU72679,M,90334,Urban,Divorced
3385,HC60268,M,40105,Suburban,Divorced
3386,SO18542,F,33409,Suburban,Married
3388,CN22369,M,18608,Suburban,Divorced
3389,WY17333,M,55385,Suburban,Single
3390,LP76290,M,62588,Suburban,Single
3391,UF93434,F,22050,Suburban,Divorced
3392,VW70435,M,25632,Suburban,Married
3393,AV96010,M,40097,Rural,Single
3394,DX70966,F,50071,Rural,Single
3395,VW65429,M,37308,Urban,Married
3396,LY17372,M,44743,Suburban,Divorced
3397,BE61743,M,86657,Urban,Married
3398,GP56044,M,84306,Suburban,Married
3400,DP50640,M,47346,Suburban,Married
3401,MM45897,M,88545,Suburban,Married
3402,OZ86942,F,52443,Suburban,Married
3403,WI65397,F,36084,Rural,Divorced
3404,OQ69520,F,35406,Rural,Divorced
3406,KF98735,M,41185,Urban,Married
3407,BH28530,M,51204,Suburban,Married
3408,DW62043,F,30216,Suburban,Divorced
3409,AF41118,M,10710,Suburban,Married
3413,WY58555,M,25632,Suburban,Married
3415,DN30013,F,53295,Urban,Married
3417,MR56401,F,37072,Suburban,Married
3418,FM14335,F,61108,Rural,Divorced
3419,FK54851,M,79880,Suburban,Married
3420,YF38355,M,81580,Suburban,Divorced
3422,MT53449,F,19614,Suburban,Married
3423,DV22542,M,58620,Urban,Divorced
3425,OG17756,F,12902,Suburban,Divorced
3426,DO51363,F,26318,Suburban,Married
3427,BJ26599,M,20263,Suburban,Single
3429,IO63361,M,52819,Rural,Divorced
3430,SD30853,F,63918,Suburban,Single
3432,MO63575,F,23904,Suburban,Single
3434,YV93784,F,69736,Urban,Married
3435,UF32055,M,69700,Urban,Divorced
3436,UQ16798,F,35482,Suburban,Married
3437,LS59637,F,14030,Suburban,Married
3438,TX35617,F,50909,Urban,Married
3439,EX89625,F,96406,Suburban,Married
3440,FD11364,F,77001,Suburban,Single
3442,BG96711,M,24732,Suburban,Divorced
3443,PW31239,F,40864,Rural,Married
3444,MD95935,F,43145,Suburban,Married
3445,UL10037,F,61108,Rural,Divorced
3446,RE67051,M,34236,Suburban,Married
3447,SB44315,M,39010,Suburban,Married
3448,OX21474,M,88867,Suburban,Single
3450,TJ51874,M,13908,Suburban,Married
3453,DP13082,M,76358,Rural,Married
3454,LP34743,F,13037,Suburban,Married
3455,GO75708,F,17200,Rural,Married
3456,UD99460,M,67772,Suburban,Single
3457,MJ77630,M,39891,Urban,Married
3458,OO49507,F,52957,Urban,Married
3460,PW69692,F,93272,Urban,Married
3462,DA61021,M,40467,Urban,Married
3463,KJ72146,M,30895,Suburban,Divorced
3465,CO23919,F,90607,Rural,Single
3467,YD22081,F,45668,Urban,Married
3469,OK31456,F,51643,Suburban,Single
3472,UO49439,M,90289,Rural,Divorced
3473,JK13254,M,29465,Suburban,Married
3474,BL29240,M,81893,Rural,Married
3475,IP81759,M,60613,Suburban,Single
3476,DY18947,F,60423,Rural,Married
3477,PY98041,M,27166,Suburban,Single
3480,PY42157,F,62006,Suburban,Married
3482,QX84402,F,13663,Suburban,Single
3484,JH36501,M,97673,Urban,Single
3485,DG46291,F,96276,Urban,Married
3486,LY14355,F,73847,Suburban,Married
3487,AU94279,M,24976,Suburban,Single
3488,AG62140,F,33716,Suburban,Married
